"ID","CES_CODE","X","Y","Species","Year","Agecorrectedcode","Ntot","HS_01_AWM","HS_02_AWM","HS_04_AWM","HS_08_AWM","HS_12_AWM","HS_16_AWM","AUC"
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,3,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,3,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,3,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,3,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2003","S004",455200,4607800,"parcae",2003,3,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2004","S004",455200,4607800,"parcae",2004,3,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2004","S004",455200,4607800,"parcae",2004,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2004","S004",455200,4607800,"parcae",2004,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2004","S004",455200,4607800,"parcae",2004,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2004","S004",455200,4607800,"parcae",2004,3,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2004","S004",455200,4607800,"parcae",2004,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2004","S004",455200,4607800,"parcae",2004,4,5,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,3,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,3,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parcae_2005","S004",455200,4607800,"parcae",2005,4,11,55.42,54.92,55.34,55.53,53.47,52.14,0.71
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1998","S004",455200,4607800,"parmaj",1998,4,8,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1999","S004",455200,4607800,"parmaj",1999,4,4,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1999","S004",455200,4607800,"parmaj",1999,4,4,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1999","S004",455200,4607800,"parmaj",1999,4,4,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_1999","S004",455200,4607800,"parmaj",1999,4,4,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2000","S004",455200,4607800,"parmaj",2000,4,3,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2000","S004",455200,4607800,"parmaj",2000,4,3,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2000","S004",455200,4607800,"parmaj",2000,4,3,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2001","S004",455200,4607800,"parmaj",2001,3,2,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2001","S004",455200,4607800,"parmaj",2001,4,2,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2001","S004",455200,4607800,"parmaj",2001,3,2,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2001","S004",455200,4607800,"parmaj",2001,4,2,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2001","S004",455200,4607800,"parmaj",2001,3,2,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2001","S004",455200,4607800,"parmaj",2001,3,2,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,3,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,3,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2002","S004",455200,4607800,"parmaj",2002,4,9,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,4,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,4,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,4,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,4,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,3,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2003","S004",455200,4607800,"parmaj",2003,4,5,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,4,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2004","S004",455200,4607800,"parmaj",2004,3,10,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,3,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_parmaj_2005","S004",455200,4607800,"parmaj",2005,4,12,49.97,49.14,49.41,51.58,50.86,49.96,0.64
"S004_pasdom_1999","S004",455200,4607800,"pasdom",1999,3,2,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_1999","S004",455200,4607800,"pasdom",1999,3,2,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_1999","S004",455200,4607800,"pasdom",1999,4,2,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_1999","S004",455200,4607800,"pasdom",1999,4,2,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_1999","S004",455200,4607800,"pasdom",1999,3,2,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2000","S004",455200,4607800,"pasdom",2000,4,2,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2000","S004",455200,4607800,"pasdom",2000,4,2,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2001","S004",455200,4607800,"pasdom",2001,3,1,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2001","S004",455200,4607800,"pasdom",2001,4,1,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2001","S004",455200,4607800,"pasdom",2001,3,1,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2002","S004",455200,4607800,"pasdom",2002,3,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2002","S004",455200,4607800,"pasdom",2002,4,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2002","S004",455200,4607800,"pasdom",2002,3,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2002","S004",455200,4607800,"pasdom",2002,4,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2002","S004",455200,4607800,"pasdom",2002,3,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2002","S004",455200,4607800,"pasdom",2002,3,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2002","S004",455200,4607800,"pasdom",2002,4,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2003","S004",455200,4607800,"pasdom",2003,3,4,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2003","S004",455200,4607800,"pasdom",2003,4,4,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2003","S004",455200,4607800,"pasdom",2003,4,4,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2003","S004",455200,4607800,"pasdom",2003,3,4,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2003","S004",455200,4607800,"pasdom",2003,4,4,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2003","S004",455200,4607800,"pasdom",2003,4,4,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2004","S004",455200,4607800,"pasdom",2004,3,1,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2004","S004",455200,4607800,"pasdom",2004,4,1,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2005","S004",455200,4607800,"pasdom",2005,4,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2005","S004",455200,4607800,"pasdom",2005,3,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2005","S004",455200,4607800,"pasdom",2005,4,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2005","S004",455200,4607800,"pasdom",2005,4,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_pasdom_2005","S004",455200,4607800,"pasdom",2005,3,3,36.62,35.95,38.87,48.35,48.96,47.08,0.68
"S004_serser_1998","S004",455200,4607800,"serser",1998,4,2,45.34,44.13,45.28,50.64,50.74,49.61,0.64
"S004_serser_1998","S004",455200,4607800,"serser",1998,4,2,45.34,44.13,45.28,50.64,50.74,49.61,0.64
"S004_serser_1999","S004",455200,4607800,"serser",1999,4,4,45.34,44.13,45.28,50.64,50.74,49.61,0.64
"S004_serser_1999","S004",455200,4607800,"serser",1999,4,4,45.34,44.13,45.28,50.64,50.74,49.61,0.64
"S004_serser_1999","S004",455200,4607800,"serser",1999,4,4,45.34,44.13,45.28,50.64,50.74,49.61,0.64
"S004_serser_1999","S004",455200,4607800,"serser",1999,4,4,45.34,44.13,45.28,50.64,50.74,49.61,0.64
"S004_serser_2002","S004",455200,4607800,"serser",2002,3,0,45.34,44.13,45.28,50.64,50.74,49.61,0.64
"S004_sylala_1998","S004",455200,4607800,"sylala",1998,4,2,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_1998","S004",455200,4607800,"sylala",1998,4,2,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_1999","S004",455200,4607800,"sylala",1999,3,1,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_1999","S004",455200,4607800,"sylala",1999,4,1,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_1999","S004",455200,4607800,"sylala",1999,3,1,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2000","S004",455200,4607800,"sylala",2000,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2000","S004",455200,4607800,"sylala",2000,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2000","S004",455200,4607800,"sylala",2000,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2000","S004",455200,4607800,"sylala",2000,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2001","S004",455200,4607800,"sylala",2001,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2001","S004",455200,4607800,"sylala",2001,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2001","S004",455200,4607800,"sylala",2001,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2001","S004",455200,4607800,"sylala",2001,4,4,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2002","S004",455200,4607800,"sylala",2002,4,2,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2002","S004",455200,4607800,"sylala",2002,4,2,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2002","S004",455200,4607800,"sylala",2002,3,2,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2003","S004",455200,4607800,"sylala",2003,4,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2003","S004",455200,4607800,"sylala",2003,3,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2003","S004",455200,4607800,"sylala",2003,3,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2003","S004",455200,4607800,"sylala",2003,3,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2003","S004",455200,4607800,"sylala",2003,4,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2003","S004",455200,4607800,"sylala",2003,4,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2004","S004",455200,4607800,"sylala",2004,4,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2004","S004",455200,4607800,"sylala",2004,3,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2004","S004",455200,4607800,"sylala",2004,3,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2004","S004",455200,4607800,"sylala",2004,3,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2004","S004",455200,4607800,"sylala",2004,4,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2004","S004",455200,4607800,"sylala",2004,4,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2004","S004",455200,4607800,"sylala",2004,3,3,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2005","S004",455200,4607800,"sylala",2005,4,2,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylala_2005","S004",455200,4607800,"sylala",2005,4,2,53.04,51.47,51.16,53.99,53.28,52.20,0.73
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,3,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,4,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,4,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,3,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,4,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,4,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,4,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,4,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,3,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1998","S004",455200,4607800,"sylatr",1998,3,6,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,4,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,3,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,3,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,3,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,4,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,3,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,3,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,3,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,4,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,3,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_1999","S004",455200,4607800,"sylatr",1999,4,4,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,4,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
"S004_sylatr_2000","S004",455200,4607800,"sylatr",2000,3,8,52.32,51.77,52.43,53.96,52.93,51.94,0.69
